"","created_time","snippet","headline","wordcount","section"
"1","2002-12-27T05:00:00+0000","Grace Glueck reviews contemporary Danish ceramics on view at Museum of Arts and Design; photo (M)","Tracing the Generations In Danish Ceramics",907,"Arts"
"2","2002-12-04T05:00:00+0000","Denmark releases Chechen envoy Akhmed Zakayev, saying Russian prosecutors have not provided enough credible evidence to extradite him on charges of armed insurrection, murder and kidnapping (M)","Rebuffing Russia, Denmark Frees Chechen Envoy It Detained",876,"World"
"3","2002-12-19T05:00:00+0000","Russia warns that Pres Bush's order to field limited missile-defense system in 2004 has pushed venture into 'destabilizing new phase,' but in Moscow, as in many places, weary shrugs are dominant response to American decision, which had long been c...","Moscow Miffed Over Missile Shield but Others Merely Shrug",856,"World"
"4","2002-12-12T05:00:00+0000","Chechen envoy Akhmed Zakayev, wanted in Russia for murder and kidnapping, appears in London court for extradition hearing; was previously held in Demark for possible extradition, but was released (S)","World Business Briefing | Europe: Britain: Chechen Leader In Court",104,"World"
"5","2002-11-27T05:00:00+0000","Danish court will hold Chechen envoy Akhmed Zakayev for nine more days while Justice Ministry determines if it should extradite him to Russia; Zakayev publicly denies Russian charges in court appearance (S)","World Briefing | Europe: Denmark: Chechen's Detention Extended",85,"World"
"6","2002-12-10T05:00:00+0000","RUSSIA: 2 Canadians Expelled; RUSSIA: `Getting To Know You' Police Campaign; 'MARKETING' EMISSIONS; SPAIN: Sunken Tanker May Leak More Oil; DENMARK: Lower Refugee Allowance;.","World Briefing: Europe",360,"World"
"7","2002-12-09T05:00:00+0000","Russian government sees Akhmed Zakayev as Chechen terrorist and murderer, but others, even some in Russia, see him as best hope for peaceful resolution of long, bloody Chechen conflict; he is chief envoy of Chechnya's ousted president Aslan Maskha...","Chechen in Extradition Dispute: Criminal or Peacemaker?",1263,"World"
"8","2002-12-09T05:00:00+0000","Brussels hosts several European organizations, including European Parliament whose members include Euro-skeptics mistrustful of super-national institutions; British Tory delegates Roger Helmer and Christopher Heaton-Harris and Danish members Jens-...","Brussels Journal; Deep in the Heart of Europe, Trying Not to Fit In",919,"World"
"9","2002-12-07T05:00:00+0000","Actress Vanessa Redgrave posts equivalent of $78,000 bail, gaining freedom for senior Chechen envoy Akhmed Zakayev; Zakayev, accompanied by Redgrave, had been arrested at Heathrow Airport after being freed in Denmark on charges of insurrection, ki...","Redgrave Posts Bail for Chechen Who Russia Says Is a Terrorist",507,"World"
"10","2002-12-06T05:00:00+0000","Akhmed Zakayev, senior Chechen representative at center of angry extradition dispute between Russian and Danish officials, leaves Denmark for Britain, raising prospect of similar dispute with British authorities (S)","Chechen Fugitive on His Way to Britain",137,"World"
"11","2002-11-24T05:00:00+0000","First stage of automated subway system, consisting of 11 stations along 6.8 miles, opens opens in Copenhagen; map (M)","Automated Subway Opens in Copenhagen",223,"Travel"
"12","2002-11-20T05:00:00+0000","Iraqi opposition groups move conference on replacing Saddam Hussein's government from Belgium to London and delay it until mid-Dec amid quarreling and reduced expectations; proposed new date and place emerged only after several groups met with tea...","Setbacks Dealt to Iraqi Opposition in Europe",732,"World"
"13","2002-11-11T05:00:00+0000","Government leaders and many citizens in Southeast Asia are trying to sort out why US, European and Australian governments, which share intelligence in era of Al Qaeda, issued conflicting travel advisories and warnings about potential terrorist att...","Travel Warnings Trouble Some Envoys in Southeast Asia",716,"World"
"14","2002-11-03T05:00:00+0000","Denmark refuses to extradite Akhmed Zakayev, senior Chechen leader, saying Russian prosecutors have yet to provide evidence that he was involved in terrorist activities; some members of Russia's Parliament call for boycott of Danish goods, while o...","Feud Grows Between Russia and Denmark Over Extradition of Chechen Rebel",520,"World"
"15","2002-10-31T05:00:00+0000","Senior Chechen leader Akhmed Zakayev is arrested and jailed in Copenhagen on Russian charges that he was involved in Moscow theater siege; seizure signals that Pres Vladimir Putin's vow to apprehend Chechen separatists in American-style, worldwide...","Chechen Leader Arrested In Denmark Is a Quarry Of Putin's Terrorist Hunt",871,"World"
"16","2002-11-06T05:00:00+0000","Russia presents evidence to Denmark in attempt to extradite Chechen envoy Akhmed Zakayev; he stands accused of organizing Chechen rebel group that carried out kidnappings and killings over past decade (S)","World Briefing | Europe: Russia: Evidence For Chechen Extradition Case",109,"World"
"17","2002-10-23T05:00:00+0000","R W Apple, in second of three articles on food of Scandinavia, describes eating out in Copenhagen; photos (L)","Where Danish Means Lunch",1706,"Food"
"18","2002-11-01T05:00:00+0000","Russia demands Qatar extradite Zelimkhan Yandarbiyev, Islamic extremist linked to Chechen separatist movement, charging that taped telephone call proves his role in seizure of some 800 hostages at Moscow theater; his photo; Moscow police also repo...","Putting Pressure on Chechens, Russia Seeks Custody of Rebel",735,"World"
"19","2002-10-23T05:00:00+0000","Bruce Weber reviews Prune Danish, one-man show written and directed by comedian Jackie Mason; photo (M)","Comedy and Commentary, With Hyperbolic Jewishness",975,"Theater"
"20","2002-10-16T05:00:00+0000","UKRAINE: Judge Orders Inquiry Of President; DENMARK: Anger Over Cheese Ruling; ITALY: Ex-Guard Kills Seven;.","World Briefing: Europe",270,"World"
"21","2002-10-09T05:00:00+0000","Securities and Exchange Commission says ACLN Ltd's revenue from its auto business did not exist, company did not own major asset it showed on its books, and its bank account documents were forged; contends auditor BDO International of Cyprus did n...","Market Place; A Car Shipper Sold Shares; S.E.C. Implies It Sold Illusions",1101,"Business Day"
"22","2002-08-28T05:00:00+0000","GEORGIA: President Visits Rebel Area; RUSSIA: Member Of Parliament Attacked; DENMARK: Afghans Offered Cash To Go Home;.","World Briefing: Europe",313,"World"
"23","2002-08-07T05:00:00+0000","BRITAIN: Banker Steps Down; GERMANY: Audi'S Profit Falls; GERMANY: Adidas Promotes Executive; FINLAND: Yahoo Takes Wireless Stake; FRANCE: Cosmetics Outlook Falls; DENMARK: Insulin Maker'S Profit Climbs;.","World Business Briefing: Europe",1149,"Business Day"
"24","2002-08-04T05:00:00+0000","Mobelex Furniture Designs, L'Annexe, Sherry's House Dressing and Danish and European Antiques, offering four different styles of furniture, open in Briarcliff Manor, NY (M)","For Different Tastes, Four New Furniture Stores",209,"New York"
"25","2002-06-16T05:00:00+0000","England defeats Denmark, 3-0, to eliminate Denmark from World Cup and advance to quarterfinals; photo (M)","Goal Drought Over, England Tops Denmark to Reach the Quarterfinals",680,"Sports"
"26","2002-06-02T05:00:00+0000","Denmark defeats Uruguay, 2-1; Cameroon ties Ireland, 1-1, on Day 2 of World Cup soccer; chart tracks results (M)","Denmark Gets on the Board to Defeat Uraguay",594,"Sports"
"27","2002-02-22T05:00:00+0000","Profile of Danish modern architect and designer Arne Jacobsen, best known for his chair designs, who is subject of yearlong celebration of 100th anniversary of his birth; highlights of some upcoming shows; photo (Antiques column) (M)","Revisiting A Danish Modernist",1050,"Arts"
"28","2002-11-28T05:00:00+0000","Ticketmaster To Acquire Danish Ticketing Business*","TICKETMASTER TO ACQUIRE DANISH TICKETING BUSINESS",68,"Business Day"
"29","2002-12-18T05:00:00+0000","Bruce Weber reviews production of H.A.M.L.E.T., written and directed by Linda Mussmann in collaboration with Claudia Bruce and Gerald Stoddard; Bruce and Stoddard star; photo (M)","From Out of Denmark, Soliloquies With a Smile",397,"Theater"
"30","2002-07-06T05:00:00+0000","GERMANY: Babcock Borsig On The Brink; DENMARK: Web Link Ruling;.","World Business Briefing: Europe",427,"Business Day"
"31","2002-04-10T05:00:00+0000","UN commissioner for refugees criticizes moves by Denmark's new center-right government to cut back on immigration (S)","World Briefing | United Nations: Denmark Criticized On Immigration",99,"World"
"32","2002-03-20T05:00:00+0000","Lego reports pretax income rose in 2001 to 530 million Danish kroner ($63 million), after loss of 1.07 billion kroner year before, on 14 percent revenue increase to 10.7 billion kroner ($1.3 billion), from 9.4 billion in 2000; net income rose to 4...","World Business Briefing | Europe: Denmark: Profit For Lego",142,"Business Day"
"33","2002-02-21T05:00:00+0000","Danish brewer Carlsberg replaces chief financial officer Jesper Baernholdt after earnings information is disclosed to analysts before it is released to public, violating stock market regulations forbidding selective disclosure; Per Broendum Anders...","World Briefing | Europe: Denmark: Brewer Demotes Executive",74,"Business Day"
"34","2002-06-15T05:00:00+0000","Niigata. 2030 (Japan) 1130 GMT. What is one to make of England? It scored just two goals in its three group matches. One was a header from a corner, the other a penalty kick. But it shut down Argentina and Nigeria impressively and conceded just on...","PreViews / JUNE 15 MATCHES : Denmark vs. England",1528,"Sports"
"35","2002-06-01T05:00:00+0000","Group A / Ulsan. 1800 (South Korean time). *. These are two small nations with impressive soccer histories. Uruguay, a nation of 3.5 million, has won the World Cup twice, but was the last team to qualify this time. It finished fifth in the South A...","PreViews / JUNE 1 MATCHES : Uruguay vs. Denmark",1380,"Sports"
"36","2002-06-06T05:00:00+0000","Group A / Daegu. 1530 (South Korea) 0630 (GMT). *. Two teams that provided the most pleasant surprises of the opening weekend will meet knowing that victory would almost certainly mean a place in the second round.. Both teams played neat, skillful...","PreViews / JUNE 6 MATCHES : Denmark vs. Senegal",2097,"Sports"
"37","2002-11-13T05:00:00+0000","","World Briefing | Europe: Denmark: Court Keeps Chechen In Detention",108,"World"
"38","2002-05-09T05:00:00+0000","Carlsberg AS, which owns 60 percent of Danish brewing giant Carlsberg, announces share buyback of $120 million and reports increase in first-quarter profits to 439 million kroner ($54 million) up from 144 million kroner ($17.7 million) year earlie...","World Business Briefing | Europe: Denmark: Carlsberg Plans Buyback",84,"Business Day"
"39","2002-04-11T05:00:00+0000","Danish drug maker Novo Nordisk cuts its earnings forecast for 2002, setting off 21 percent decline in its share price; graph (S)","World Business Briefing | Europe: Denmark: Drug Maker Lowers Outlook",91,"Business Day"
"40","2002-08-07T05:00:00+0000","Nova Nordisk says its second-quarter profit rose 24 percent; net income climbs to 1.1 billion kroner ($143 million), from 887 million kroner, year ago (S)","World Business Briefing | Europe: Denmark: Insulin Maker's Profit Climbs",76,"Business Day"
"41","2002-04-20T05:00:00+0000","COPENHAGEN: The resolutions as to the sale of the Antilles will be published to-morrow [April 21] by all the papers. The document drawn up by M. Koch for the majority party against the sale is such as clearly to demonstrate the utter despair and d...","1902:Danish Sale of Antilles : IN OUR PAGES:100, 75 AND 50 YEARS AGO",510,"Opinion"
