"","created_time","snippet","headline","wordcount","section"
"1","2005-12-25T05:00:00+0000","IT'S easy to fault the major institutions in classical music for being stodgy and averse to risk. Yet music lovers count on the leading opera companies and orchestras to be custodians of the repertory. Take the Metropolitan Opera. Recalling the fi...","Great News! It's the Dawning of the Atomic Age",845,"Arts"
"2","2005-12-01T05:00:00+0000","Consortium including Blackstone Group an","Equity Firms Buy Danish Phone Company",918,"Business Day"
"3","2005-11-23T05:00:00+0000","Beverage Digest says sales of caffeine-laden energy drinks, which sell for $2 to $3 a can, have grown 61 percent this year in US; energy drinks, which have become $3 billion business since their introduction in US eight years ago, are expected to ...","A Jolt of Caffeine, by the Can",1726,"Business Day"
"4","2005-10-25T05:00:00+0000","Macquarie Airports of Australia, world's No. 2 airport operator, offers to buy Copenhagen Airports, valuing airfield owner at about 15.7 billion kroner ($2.5 billion) (S)","World Business Briefing | Europe: Denmark: Australians Offer to Buy Copenhagen Airports",191,"Business Day"
"5","2005-09-29T05:00:00+0000","World Economic Forum annual study finds that Nordic countries remain more competitive than those of any other region, while Japan and major economies of Europe have become less so; Finland once again ends up in first place in forum's Global Compet...","Finland Again Ranks First Among Global Competitors",719,"Business Day"
"6","2005-09-25T05:00:00+0000","Aric Chen travel article on new architecture in Copenhagen, Denmark; photo (M)","Design: Copenhagen",595,"Travel"
"7","2005-08-14T05:00:00+0000","YOU think you were hot? No matter where you were yesterday, you were probably not as hot as the golfers out there in the sun in the Microwave Oven Open -- sorry, the 87th P.G.A. Championship.     Bottles of water and towels were as necessary as dr...","Bjorn Was Hot, but Then Again, Who Wasn't?",901,"Sports"
"8","2005-07-31T05:00:00+0000","Mark Landler Weekend With the Kids travel article on visit to Copenhagen, Denmark; photos (M)","Something for the Ducklings (and the Swans)",1248,"Travel"
"9","2005-07-17T05:00:00+0000","Finn-Olaf Jones travel article on visit to Skagen in northern Jutland, Denmark, where artist colony flourished in early 20th century; photos; map (M)","On Water's Edge, a Land Where Art Flowered",1710,"Travel"
"10","2005-06-08T05:00:00+0000","John Rockwell Critic's Notebook column on third Bournonville Festival in Copenhagen; reviews programs by Royal Danish Ballet; photo (M)","Keeping a Danish Legacy on Its Toes",1444,"Arts"
"11","2005-04-03T05:00:00+0000","Douglas Brenner article suggests that term 'Danish modern' is overused misnomer that does not do justice to golden age of creativity before 1950 when Danish designers perfected classical modernism in furniture; cites influential designers; photos ...","The Other Danish Modern",661,"Magazine"
"12","2005-01-14T05:00:00+0000","Wendy Moonan Antiques column profiles Danish silversmith Georg Jensen, whose company celebrated its centennial last year; Michael von Essen, founder and curator of Georg Jensen Museum in Copenhagen, is giving talk about Jensen at Christie's, comme...","From Denmark, Moonlight's Glow",1187,"Arts"
"13","2005-08-25T05:00:00+0000","STOVEPIPES -- plain, cuffed or shredded, but always strenuously tapered -- marched out in force on the streets of Copenhagen this month as that city's first full schedule of fashion shows got under way.      Latter-day punkers adopted the look, a ...","From Denmark, The Skinny On Pants",128,"Style"
"14","2005-01-18T05:00:00+0000","","Drama at Danish opera house",867,"Arts"
"15","2005-05-05T05:00:00+0000","","Denmark apologizes for WWII 'mistakes'",234,"World"
"16","2005-03-01T05:00:00+0000","","Denmark sets charter vote",228,"World"
"17","2005-07-07T05:00:00+0000","","Bush tips hat to Denmark",268,"World"
"18","2005-02-07T05:00:00+0000","","In Denmark election, there is 'nothing to fight over'",564,"World"
"19","2005-10-29T05:00:00+0000","","Denmark detains 4 in plot inquiry",481,"World"
"20","2005-06-15T00:00:00+0000","","Beet and Danish Blue Cheese Salad",0,NA
"21","2005-03-26T05:00:00+0000","Anthony Tommasini Critic's Notebook column describes recent experience at Royal Danish Opera's new house in Copenhagen; comments on relaxed and unrushed atmosphere in which audience remained throughout ovations; photos (M)","The Protocols of Going to the Danish Opera (and Going Home)",960,"Arts"
"22","2005-05-22T05:00:00+0000","THAT desultory, diffident Dane, Hamlet, notorious for his inability to shift from meditation and musing to resolute action, can be found here at the McCarter Theater Center for the next several weeks, baring his Oedipal-haunted soul.    But that's...","It's Gets Cold in Denmark (Just Ask This Hamlet)",528,"New York"
"23","2005-01-15T05:00:00+0000","Henning Larsen, founder of Danish architectural firm Henning Larsens Tegnestue, publicly denounces his design for Operaen, country's first opera house, which is set to open in Copenhagen on January 15; Larsen criticizes architectural compromises h...","High Drama at New Danish Opera House",1140,"Arts"
"24","2005-01-18T05:00:00+0000","Vattenfall, Sweden's state-owned power company, offers to buy Danish utility Elsam, valuing utility at 25 billion kronor ($3.6 billion); any deal would threaten Danish government plan to merge Elsam with state-owned gas-producer Dong; photo (M)","Swedish Power Company Offers to Buy Largest Danish Utility",546,"Business Day"
"25","2005-01-20T05:00:00+0000","","Terror threat seen rising ahead of vote in Denmark",412,"World"
"26","2005-11-16T05:00:00+0000","A consortium of five private equity funds will present the Danish telecommunications company TDC with a buyout offer worth about $12 billion today, two executives involved in the negotiations said. TDC's stock has risen 40 percent in the last six ...","World Business Briefing | Europe: Denmark: Offer for TDC Is Expected",101,"Business Day"
"27","2005-05-11T05:00:00+0000","AP Moeller-Maersk is negotiating to buy Royal P&O Nedlloyd, rival container-shipping company (S)","World Business Briefing | Europe: Denmark: Shippers Discuss Merger",159,"Business Day"
"28","2005-11-30T05:00:00+0000","","Investors to pay $12 billion for top Danish phone firm",510,"Business Day"
"29","2005-02-19T05:00:00+0000","Novo Nordisk chairman Mads Oevlisen says he will resign in 2006 (S)","World Business Briefing | Europe: Denmark: Insulin Maker's Chairman Stepping Down",89,"Business Day"
"30","2005-06-09T05:00:00+0000","John Rockwell on Danish ballet master August Bournonville as third Bournonville Festival in Copenhagen continues; photo (M)","Bournonville's Rebirth and What It Reveals",1050,"Arts"
"31","2005-06-06T05:00:00+0000","Op-Ed article by Betsy McCaughey says hygiene is so inadequate in most American hospitals that one out of every 20 patients contracts infection during hospital stay, and common antibiotics can no longer cure many hospital infections; says hospital...","Coming Clean",889,"Opinion"
"32","2005-07-31T05:00:00+0000","Ellen Weiss letter on July 17 travel article about Skagen, Denmark","SKAGEN, DENMARK",197,"Opinion"
"33","2005-05-15T05:00:00+0000","Seth Serwood travel article on Copenhagen's Norrebro neighborhood, which has morphed in recent years into popular hangout for hip Danes; photo; map (M)","Oasis of Energy in Copenhagen",584,"Travel"
"34","2005-07-31T05:00:00+0000"," To the Editor: How could you run a story on Skagen in Denmark as a place where art flowered without a single illustration of this art? Instead we get dull photos of a beach and some seafood.    Pat Cody  Berkeley, Calif.  ","SKAGEN, DENMARK",71,"Opinion"
"35","2005-07-10T05:00:00+0000","Correction of June 12 travel column on Copenhagen (S)","Corrections",115,"Travel"
"36","2005-04-27T05:00:00+0000","Joint Strike Fighter, joint project of US and eight nations, is over budget, behind schedule and with big cuts in number to be produced; at cost of more than $256.6 billion and counting, it is also most expensive figher jet program in history and ...","A New Workhorse's Heavy Load",1738,"Business Day"
"37","2005-07-31T05:00:00+0000","Letters to the travel editor.","Internment Camp; Skagen, Denmark",1209,"Travel"
"38","2005-04-03T05:00:00+0000","Benjamin Genocchio reviews exhibition of 19th century Danish landscapes from collection of former Amb John Loeb Jr at Bruce Museum in Greenwich, Conn; photos (M)","The Light Is 19th Century, but the Sensibility Is Modern",890,"New York"
"39","2005-04-03T05:00:00+0000","Group of Danish architects is reconstructing so-called 'House of the Future' in Bellevue, north of Copenhagen, from original 1929 design of Arne Jacobsen; photo (S)","The Remix; Back to the Future",301,"Magazine"
"40","2005-04-03T05:00:00+0000","Benjamin Genocchio reviews exhibit of 19th-century Danish art from collection of former US Amb John L Loeb Jr on view at Bruce Museum in Greenwich, Conn; photos (M)","19th-Century Light, A Modern Sensibility",951,"New York"
"41","2005-04-04T05:00:00+0000","Article on events that are getting underway this weekend in Denmark to mark bicentenary of Hans Christian Andersen's birth; festivities will begin in Copenhagen on April 9 before crowd of some 40,000 people, including Queen Margrethe II and her fa...","And the Cobbler's Son Became a Princely Author",1188,"Books"
"42","2005-03-14T05:00:00+0000","Anthony Tommasini Critic's Notebook reviews Royal Danish Opera staging of Proces Kafka (Kafka's Trial) by Danish composer Poul Ruders and British librettist Paul Bentley at opera's new home in Copenhagen; photos (M)","Kafka on Trial, Opera Fans in Heaven",1130,"Arts"
"43","2005-03-24T05:00:00+0000","Study published in New England Journal of Medicine shows death of child sharply increases risk that parents will later be hospitalized for mental illness; finds risk is greatest during first year after death but remains elevated even five years af...","A Study Ties Loss of a Child to Mental Ills",545,"U.S."
"44","2005-01-11T05:00:00+0000","","Workers and bosses: Friends or foes?",718,"World"
"45","2005-01-23T05:00:00+0000","Warren Spears, dancer with Alvin Ailey American Dance Theater and modern-dance choreographer, dies at age 50; was a founder of New Danish Dance Theater and was knighted by Queen Margrethe of Denmark, receiving Order of Dannebrog (M)","Warren Spears, 50, Dancer and Choreographer, Is Dead",402,"Obituaries"
"46","2005-10-25T05:00:00+0000","","Fund hopes to buy Copenhagen airport",212,"Business Day"
"47","2005-01-11T05:00:00+0000","","Workers and bosses: Friends or foes?",726,"World"
"48","2005-07-20T05:00:00+0000","","The place Danes go to dream",649,"Travel"
"49","2005-04-03T05:00:00+0000","Danish prewar design ... glue guns ... portable lofts ... high-tech lamps ... the future of textiles ... clever living rooms.  ","The Remix; It's all about . . .",61,"Magazine"
"50","2005-10-12T05:00:00+0000","","Soccer: Czechs secure a place in playoffs",294,"Sports"
"51","2005-06-14T05:00:00+0000","","Wind power",471,"Opinion"
"52","2005-02-20T05:00:00+0000","Article on cabaret scene in New Jersey, which is experiencing mini-renaissance; boosters, including Phil Geoffrey Bond, producer of Hoboken Cabaret Festival, Leon Denmark of New Jersey Performing Arts Center and restaurateur Wade Knowles, comment;...","Torchbearers: Cabaret Lives In New Jersey",841,"New York"
"53","2005-09-15T05:00:00+0000","BRAKAS--Gunhild. 96, died September 7, 2005 in Sioux Falls, SD. Memorial services were held on Wednesday, September 14, 2005. Interment will take place at a later date in Frederiksberg Kirkegaard Cemetery in Copenhagen, Denmark. For obituary and o...","Paid Notice: Deaths   BRAKAS, GUNHILD",43,"Archives"
"54","2005-08-08T05:00:00+0000","","Cycling: Sorry, but they went thataway",362,"Sports"
"55","2005-11-30T05:00:00+0000","","TDC joins spree of EU buyouts",619,"Business Day"
"56","2005-06-07T05:00:00+0000","","U.K. suspends vote on EU constitution",788,"World"
"57","2005-01-07T05:00:00+0000","Manohla Dargis reviews movie The Green Butchers, written and directed by Anders Thomas Jensen and starring Mads Mikkelsen and Nikolaj Lie Kaas; photos (M)","Food for Thought, or Why You Might Skip That Steak",697,"Arts"
"58","2005-09-25T04:00:00+0000","Scandinavia's Oresund region, which includes the Danish capital, Copenhagen, and Malmo in southern Sweden, has --  at least for the moment  -- taken Europe's center stage for new architecture.","Design: Copenhagen",507,"Travel"
"59","2005-12-30T05:00:00+0000","Jack Anderson picks Nikolaj Hubbe as dancer he is excited to see perform; photo (S)","At City Ballet, Some Especially Catch the Eye; Nikolaj Hübbe",214,"Arts"
"60","2005-05-27T05:00:00+0000","A Paris court has handed Hannibal Qaddafi, the youngest son of Col. Muammar el-Qaddafi, a four-month suspended prison term and a 500 euro, or $625 fine, for physically abusing his pregnant companion in a Paris hotel in February and for carrying an...","World Briefing | Europe: France: Suspended Jail Term For Qaddafi Son",77,"World"
"61","2005-06-10T05:00:00+0000","Roberta Smith reviews video installation by American artist and filmmaker Matthew Buckingham and Danish artist Joachim Koester at The Kitchen; photo (M)","Art in Review; Matthew Buckingham and Joachim Koester",520,"Arts"
"62","2005-03-30T05:00:00+0000","EQT Partners agrees to buy ISS of Denmark, world's biggest cleaning company, for about $3.8 billion; graph (S)","World Business Briefing | Europe: Sweden: Cleaning Concern Acquired",192,"Business Day"
"63","2005-06-12T05:00:00+0000","WHY GO NOW -- Often celebrated for its historic city center -- a lovely labyrinth of Renaissance palaces, cobbled lanes, red brick churches and rustic buildings in myriad rich colors -- the Danish capital is suddenly going modern. Last year, the D...","Copenhagen",1560,"Travel"
"64","2005-05-07T05:00:00+0000","The police in eight European countries detained dozens of people in raids this week in connection with a child pornography ring on the Internet. The total number was not available, but officials in France said that about 20 people had been arreste...","World Briefing | Europe: Child Pornography Raid In 8 Countries",155,"World"
"65","2005-03-06T05:00:00+0000","Stainless steel and leather furniture designed by Poul Kjaerholm in 1950's and 60's is updated in white; photo","All White Now",203,"Magazine"
"66","2005-08-27T05:00:00+0000","","Reeling from hurricane, Florida braces for 2nd hit",455,"Travel"
"67","2005-01-25T05:00:00+0000","Pernille Envold Hansen of Danish Cancer Society leads research into suspected link between Type A personalities and risk of developing cancer; study, which is published in journal Cancer, shows no correlation between personality and cancers (S)","Behavior: Relax, Type A's. If You Can.",349,"Health"
"68","2005-02-10T05:00:00+0000","GORDON--Muriel (''Mike''). Formerly of Hewlett Harbor, LI, died peacefully at home on February 8, 2005. Daughter of the late David and Louisa Danish, beloved wife for over sixty years of the late Gerson Gordon, mother of Robert and of the late Gle...","Paid Notice: Deaths   GORDON, MURIEL (''MIKE'')",83,"Archives"
"69","2005-11-14T21:40:07+0000","Helena Christensen expected her schedule to lighten up when she switched to photography. No such luck.","Helena Christensen | Photographer",144,"T Magazine"
"70","2005-03-25T05:00:00+0000","","Europe's new wave of cut-rate mobile calls",645,"Technology"
"71","2005-05-24T05:00:00+0000","","As Telenor expands, TeliaSonera has setback",660,"Technology"
"72","2005-09-21T05:00:00+0000","An indulgent fantasy is translated into realistic but oversize sculpture in a new exhibit, ''How Sweet It Is!,'' at Hammer Galleries, 33 West 57th Street, (212)644-4400. Boxes of chocolates, danish and ice cream pops are rendered as giant sculptur...","Outsize Treats Without the Calories",139,"Food"
"73","2005-08-12T05:00:00+0000","","A taste for nostalgia, and for ice cream",814,"Arts"
"74","2005-03-16T05:00:00+0000","","'Kafka': Comedy and bitterness",775,"Arts"
"75","2005-06-18T05:00:00+0000","","International radioon your portable player",764,"Technology"
"76","2005-06-08T05:00:00+0000","","French jobless problem moves to the front burner",748,"World"
"77","2005-08-10T05:00:00+0000","DENMARK is a place straight out of a dairy farmer's dream. The climate and soil make it ideal for raising healthy, productive cattle. And with the volumes of luscious milk they turn out, it isn't all that surprising that Danes have become makers o...","Dessert in the Land of Fairy Tales",1247,"Food"
"78","2005-11-04T05:00:00+0000","Roberta Smith reviews New York solo debut by Danish painter Sergej Jensen at Anton Kern Gallery (S)","Art in Review; Sergej Jensen",269,"Arts"
"79","2005-07-06T05:00:00+0000","The Brazilian budget airline Gol Linhas Aéreas Inteligentes announced plans to create a low-cost carrier modeled after itself in Mexico by mid-2006. Gol said the new airline would be created in partnership with the Mexican group Inversiones y Técn...","World Business Briefing | Americas: Mexico: Budget Airline Planned",138,"Business Day"
"80","2005-04-28T05:00:00+0000","ROBERTA FREYMANN, the local stop for handmade fashions from exotic places, has moved her boutique to a two-story space (at top) on the Upper East Side. Ms. Freymann combs the globe so you don't have to, for goodies like metallic flip-flops from Ar...","New York and Beverly Hills",402,"Style"
"81","2005-09-11T05:00:00+0000","ANYONE who has been to the border areas of Westchester County knows about their artificial nature: boundaries mostly administrative and political. Certainly, people cross the lines between counties in droves every day without comment or even aware...","Collaborating Across Boundaries, Galleries Share Bounty",1071,"New York"
